id_venta;fecha;id_cliente;nombre_cliente;email;medio_pago;id_producto;nombre_producto_x;categoria;precio_unitario_y;cantidad;importe;ciudad;fecha_alta;latitud;longitud
26;2024-01-23;49;Olivia Gomez;olivia.gomez@mail.com;efectivo;86;Jugo en Polvo Limón;Limpieza;4090;1;4090;Río Cuarto;18/2/2023;-33.1304;-64.3527
27;2024-02-25;9;Yamila Molina;yamila.molina@mail.com;transferencia;7;Jugo de Manzana 1L;Alimentos;3269;4;13076;Villa Carlos Paz;9/1/2023;-31.4183;-64.4901
27;2024-02-25;9;Yamila Molina;yamila.molina@mail.com;transferencia;78;Verduras Congeladas Mix;Limpieza;4289;4;17156;Villa Carlos Paz;9/1/2023;-31.4183;-64.4901
28;2024-05-20;52;Diego Diaz;diego.diaz@mail.com;qr;74;Whisky 750ml;Limpieza;2953;1;2953;Río Cuarto;21/2/2023;-33.1304;-64.3527
28;2024-05-20;52;Diego Diaz;diego.diaz@mail.com;qr;91;Desodorante Aerosol;Alimentos;4690;2;9380;Río Cuarto;21/2/2023;-33.1304;-64.3527
28;2024-05-20;52;Diego Diaz;diego.diaz@mail.com;qr;72;Ron 700ml;Limpieza;3876;1;3876;Río Cuarto;21/2/2023;-33.1304;-64.3527
28;2024-05-20;52;Diego Diaz;diego.diaz@mail.com;qr;18;Queso Rallado 150g;Limpieza;3444;2;6888;Río Cuarto;21/2/2023;-33.1304;-64.3527
28;2024-05-20;52;Diego Diaz;diego.diaz@mail.com;qr;27;Alfajor Simple;Alimentos;2502;5;12510;Río Cuarto;21/2/2023;-33.1304;-64.3527
29;2024-02-20;49;Olivia Gomez;olivia.gomez@mail.com;qr;58;Caramelos Masticables;Limpieza;4752;1;4752;Río Cuarto;18/2/2023;-33.1304;-64.3527
29;2024-02-20;49;Olivia Gomez;olivia.gomez@mail.com;qr;36;Dulce de Leche 400g;Limpieza;2559;2;5118;Río Cuarto;18/2/2023;-33.1304;-64.3527
29;2024-02-20;49;Olivia Gomez;olivia.gomez@mail.com;qr;71;Vodka 700ml;Alimentos;508;4;2032;Río Cuarto;18/2/2023;-33.1304;-64.3527
29;2024-02-20;49;Olivia Gomez;olivia.gomez@mail.com;qr;27;Alfajor Simple;Alimentos;2502;2;5004;Río Cuarto;18/2/2023;-33.1304;-64.3527
29;2024-02-20;49;Olivia Gomez;olivia.gomez@mail.com;qr;66;Cerveza Negra 1L;Limpieza;1533;1;1533;Río Cuarto;18/2/2023;-33.1304;-64.3527
30;2024-03-03;93;Gael Rojas;gael.rojas@mail.com;efectivo;49;Harina de Trigo 1kg;Alimentos;2512;4;10048;Alta Gracia;3/4/2023;-31.6498;-64.4297
30;2024-03-03;93;Gael Rojas;gael.rojas@mail.com;efectivo;78;Verduras Congeladas Mix;Limpieza;4289;3;12867;Alta Gracia;3/4/2023;-31.6498;-64.4297
30;2024-03-03;93;Gael Rojas;gael.rojas@mail.com;efectivo;82;Aceitunas Negras 200g;Limpieza;2394;4;9576;Alta Gracia;3/4/2023;-31.6498;-64.4297
30;2024-03-03;93;Gael Rojas;gael.rojas@mail.com;efectivo;7;Jugo de Manzana 1L;Alimentos;3269;1;3269;Alta Gracia;3/4/2023;-31.6498;-64.4297
31;2024-05-22;19;Uma Silva;uma.silva@mail.com;tarjeta;92;Crema Dental 90g;Limpieza;2512;4;10048;Mendiolaza;19/1/2023;-31.2641;-64.3091
31;2024-05-22;19;Uma Silva;uma.silva@mail.com;tarjeta;90;Toallas Húmedas x50;Limpieza;2902;3;8706;Mendiolaza;19/1/2023;-31.2641;-64.3091
31;2024-05-22;19;Uma Silva;uma.silva@mail.com;tarjeta;84;Queso Azul 150g;Limpieza;1645;5;8225;Mendiolaza;19/1/2023;-31.2641;-64.3091
32;2024-01-30;31;Felipe Ruiz;felipe.ruiz@mail.com;efectivo;72;Ron 700ml;Limpieza;3876;5;19380;Villa María;31/1/2023;-32.4075;-63.2402
32;2024-01-30;31;Felipe Ruiz;felipe.ruiz@mail.com;efectivo;53;Lavandina 1L;Alimentos;1664;4;6656;Villa María;31/1/2023;-32.4075;-63.2402
32;2024-01-30;31;Felipe Ruiz;felipe.ruiz@mail.com;efectivo;17;Queso Cremoso 500g;Alimentos;4834;3;14502;Villa María;31/1/2023;-32.4075;-63.2402
32;2024-01-30;31;Felipe Ruiz;felipe.ruiz@mail.com;efectivo;35;Barrita de Cereal 30g;Alimentos;4430;3;13290;Villa María;31/1/2023;-32.4075;-63.2402
33;2024-02-13;6;Uma Medina;uma.medina@mail.com;efectivo;47;Garbanzos 500g;Alimentos;2939;2;5878;Villa María;6/1/2023;-32.4075;-63.2402
33;2024-02-13;6;Uma Medina;uma.medina@mail.com;efectivo;76;Pizza Congelada Muzzarella;Limpieza;4286;4;17144;Villa María;6/1/2023;-32.4075;-63.2402
33;2024-02-13;6;Uma Medina;uma.medina@mail.com;efectivo;100;Trapo de Piso;Limpieza;4854;1;4854;Villa María;6/1/2023;-32.4075;-63.2402
33;2024-02-13;6;Uma Medina;uma.medina@mail.com;efectivo;91;Desodorante Aerosol;Alimentos;4690;2;9380;Villa María;6/1/2023;-32.4075;-63.2402
34;2024-01-13;58;Karina Acosta;karina.acosta2@mail.com;transferencia;10;Yerba Mate Intensa 1kg;Limpieza;4883;1;4883;Río Cuarto;27/2/2023;-33.1304;-64.3527
34;2024-01-13;58;Karina Acosta;karina.acosta2@mail.com;transferencia;32;Chocolate Amargo 100g;Limpieza;2234;5;11170;Río Cuarto;27/2/2023;-33.1304;-64.3527
35;2024-05-30;61;Guadalupe Martinez;guadalupe.martinez@mail.com;efectivo;93;Cepillo de Dientes;Alimentos;2142;3;6426;Río Cuarto;2/3/2023;-33.1304;-64.3527
35;2024-05-30;61;Guadalupe Martinez;guadalupe.martinez@mail.com;efectivo;80;Helado de Frutilla 1L;Limpieza;1981;2;3962;Río Cuarto;2/3/2023;-33.1304;-64.3527
35;2024-05-30;61;Guadalupe Martinez;guadalupe.martinez@mail.com;efectivo;88;Caldo Concentrado Carne;Limpieza;2570;5;12850;Río Cuarto;2/3/2023;-33.1304;-64.3527
36;2024-06-25;5;Agustina Flores;agustina.flores@mail.com;tarjeta;50;Azúcar 1kg;Limpieza;727;4;2908;Córdoba;5/1/2023;-31.4065;-64.1885
36;2024-06-25;5;Agustina Flores;agustina.flores@mail.com;tarjeta;48;Porotos Negros 500g;Limpieza;4462;2;8924;Córdoba;5/1/2023;-31.4065;-64.1885
37;2024-05-17;57;Julian Acosta;julian.acosta@mail.com;qr;18;Queso Rallado 150g;Limpieza;3444;3;10332;Río Cuarto;26/2/2023;-33.1304;-64.3527
38;2024-05-29;56;Bruno Diaz;bruno.diaz@mail.com;tarjeta;62;Stevia 100 sobres;Limpieza;3848;5;19240;Río Cuarto;25/2/2023;-33.1304;-64.3527
38;2024-05-29;56;Bruno Diaz;bruno.diaz@mail.com;tarjeta;14;Leche Entera 1L;Limpieza;1723;3;5169;Río Cuarto;25/2/2023;-33.1304;-64.3527
38;2024-05-29;56;Bruno Diaz;bruno.diaz@mail.com;tarjeta;65;Cerveza Rubia 1L;Alimentos;2423;5;12115;Río Cuarto;25/2/2023;-33.1304;-64.3527
38;2024-05-29;56;Bruno Diaz;bruno.diaz@mail.com;tarjeta;5;Agua Mineral 500ml;Alimentos;4777;3;14331;Río Cuarto;25/2/2023;-33.1304;-64.3527
39;2024-03-05;5;Agustina Flores;agustina.flores@mail.com;efectivo;44;Arroz Largo Fino 1kg;Limpieza;2979;4;11916;Córdoba;5/1/2023;-31.4065;-64.1885
39;2024-03-05;5;Agustina Flores;agustina.flores@mail.com;efectivo;22;Medialunas de Manteca;Limpieza;2069;2;4138;Córdoba;5/1/2023;-31.4065;-64.1885
39;2024-03-05;5;Agustina Flores;agustina.flores@mail.com;efectivo;58;Caramelos Masticables;Limpieza;4752;4;19008;Córdoba;5/1/2023;-31.4065;-64.1885
39;2024-03-05;5;Agustina Flores;agustina.flores@mail.com;efectivo;81;Aceitunas Verdes 200g;Alimentos;2520;4;10080;Córdoba;5/1/2023;-31.4065;-64.1885
40;2024-05-13;15;Tomas Ruiz;tomas.ruiz@mail.com;efectivo;44;Arroz Largo Fino 1kg;Limpieza;2979;2;5958;Córdoba;15/1/2023;-31.4065;-64.1885
41;2024-03-08;29;Diego Fernandez;diego.fernandez@mail.com;tarjeta;51;Sal Fina 500g;Alimentos;1745;1;1745;Alta Gracia;29/1/2023;-31.6498;-64.4297
41;2024-03-08;29;Diego Fernandez;diego.fernandez@mail.com;tarjeta;15;Leche Descremada 1L;Alimentos;2538;1;2538;Alta Gracia;29/1/2023;-31.6498;-64.4297
42;2024-04-18;12;Gael Gomez;gael.gomez@mail.com;tarjeta;47;Garbanzos 500g;Alimentos;2939;3;8817;Alta Gracia;12/1/2023;-31.6498;-64.4297
42;2024-04-18;12;Gael Gomez;gael.gomez@mail.com;tarjeta;29;Papas Fritas Onduladas 100g;Alimentos;1868;1;1868;Alta Gracia;12/1/2023;-31.6498;-64.4297
42;2024-04-18;12;Gael Gomez;gael.gomez@mail.com;tarjeta;73;Gin 700ml;Alimentos;1561;3;4683;Alta Gracia;12/1/2023;-31.6498;-64.4297
43;2024-02-18;23;Helena Fernandez;helena.fernandez@mail.com;efectivo;1;Coca Cola 1.5L;Alimentos;2347;5;11735;Río Cuarto;23/1/2023;-33.1304;-64.3527
43;2024-02-18;23;Helena Fernandez;helena.fernandez@mail.com;efectivo;49;Harina de Trigo 1kg;Alimentos;2512;2;5024;Río Cuarto;23/1/2023;-33.1304;-64.3527
43;2024-02-18;23;Helena Fernandez;helena.fernandez@mail.com;efectivo;66;Cerveza Negra 1L;Limpieza;1533;2;3066;Río Cuarto;23/1/2023;-33.1304;-64.3527
44;2024-02-21;21;Elena Rodriguez;elena.rodriguez@mail.com;efectivo;48;Porotos Negros 500g;Limpieza;4462;1;4462;Alta Gracia;21/1/2023;-31.6498;-64.4297
44;2024-02-21;21;Elena Rodriguez;elena.rodriguez@mail.com;efectivo;47;Garbanzos 500g;Alimentos;2939;2;5878;Alta Gracia;21/1/2023;-31.6498;-64.4297
44;2024-02-21;21;Elena Rodriguez;elena.rodriguez@mail.com;efectivo;100;Trapo de Piso;Limpieza;4854;2;9708;Alta Gracia;21/1/2023;-31.6498;-64.4297
45;2024-01-19;15;Tomas Ruiz;tomas.ruiz@mail.com;efectivo;12;Té Negro 20 saquitos;Limpieza;570;2;1140;Córdoba;15/1/2023;-31.4065;-64.1885
45;2024-01-19;15;Tomas Ruiz;tomas.ruiz@mail.com;efectivo;18;Queso Rallado 150g;Limpieza;3444;2;6888;Córdoba;15/1/2023;-31.4065;-64.1885
45;2024-01-19;15;Tomas Ruiz;tomas.ruiz@mail.com;efectivo;87;Sopa Instantánea Pollo;Alimentos;1679;4;6716;Córdoba;15/1/2023;-31.4065;-64.1885
45;2024-01-19;15;Tomas Ruiz;tomas.ruiz@mail.com;efectivo;98;Desengrasante 500ml;Limpieza;2843;1;2843;Córdoba;15/1/2023;-31.4065;-64.1885
45;2024-01-19;15;Tomas Ruiz;tomas.ruiz@mail.com;efectivo;52;Detergente Líquido 750ml;Limpieza;2582;2;5164;Córdoba;15/1/2023;-31.4065;-64.1885
46;2024-03-25;46;Agustina Martinez;agustina.martinez@mail.com;tarjeta;21;Pan Lactal Integral;Alimentos;272;1;272;Alta Gracia;15/2/2023;-31.6498;-64.4297
47;2024-05-04;52;Diego Diaz;diego.diaz@mail.com;transferencia;43;Salsa de Tomate 500g;Alimentos;887;5;4435;Río Cuarto;21/2/2023;-33.1304;-64.3527
47;2024-05-04;52;Diego Diaz;diego.diaz@mail.com;transferencia;6;Jugo de Naranja 1L;Limpieza;4170;3;12510;Río Cuarto;21/2/2023;-33.1304;-64.3527
48;2024-01-26;84;Pablo Sanchez;pablo.sanchez@mail.com;qr;70;Fernet 750ml;Limpieza;4061;1;4061;Córdoba;25/3/2023;-31.4065;-64.1885
48;2024-01-26;84;Pablo Sanchez;pablo.sanchez@mail.com;qr;54;Jabón de Tocador;Limpieza;1592;5;7960;Córdoba;25/3/2023;-31.4065;-64.1885
48;2024-01-26;84;Pablo Sanchez;pablo.sanchez@mail.com;qr;57;Servilletas x100;Alimentos;4520;4;18080;Córdoba;25/3/2023;-31.4065;-64.1885
49;2024-06-02;5;Agustina Flores;agustina.flores@mail.com;efectivo;59;Chicle Menta;Alimentos;3612;2;7224;Córdoba;5/1/2023;-31.4065;-64.1885
49;2024-06-02;5;Agustina Flores;agustina.flores@mail.com;efectivo;21;Pan Lactal Integral;Alimentos;272;4;1088;Córdoba;5/1/2023;-31.4065;-64.1885
49;2024-06-02;5;Agustina Flores;agustina.flores@mail.com;efectivo;59;Chicle Menta;Alimentos;3612;4;14448;Córdoba;5/1/2023;-31.4065;-64.1885
49;2024-06-02;5;Agustina Flores;agustina.flores@mail.com;efectivo;18;Queso Rallado 150g;Limpieza;3444;3;10332;Córdoba;5/1/2023;-31.4065;-64.1885
49;2024-06-02;5;Agustina Flores;agustina.flores@mail.com;efectivo;85;Jugo en Polvo Naranja;Alimentos;1856;3;5568;Córdoba;5/1/2023;-31.4065;-64.1885
50;2024-01-09;8;Bruno Castro;bruno.castro@mail.com;transferencia;10;Yerba Mate Intensa 1kg;Limpieza;4883;2;9766;Villa Carlos Paz;8/1/2023;-31.4183;-64.4901
50;2024-01-09;8;Bruno Castro;bruno.castro@mail.com;transferencia;34;Turrón 50g;Limpieza;503;5;2515;Villa Carlos Paz;8/1/2023;-31.4183;-64.4901
50;2024-01-09;8;Bruno Castro;bruno.castro@mail.com;transferencia;58;Caramelos Masticables;Limpieza;4752;5;23760;Villa Carlos Paz;8/1/2023;-31.4183;-64.4901
50;2024-01-09;8;Bruno Castro;bruno.castro@mail.com;transferencia;32;Chocolate Amargo 100g;Limpieza;2234;3;6702;Villa Carlos Paz;8/1/2023;-31.4183;-64.4901
50;2024-01-09;8;Bruno Castro;bruno.castro@mail.com;transferencia;91;Desodorante Aerosol;Alimentos;4690;4;18760;Villa Carlos Paz;8/1/2023;-31.4183;-64.4901
51;2024-02-18;39;Santiago Diaz;santiago.diaz@mail.com;efectivo;31;Mix de Frutos Secos 200g;Alimentos;3409;1;3409;Alta Gracia;8/2/2023;-31.6498;-64.4297
52;2024-05-10;5;Agustina Flores;agustina.flores@mail.com;tarjeta;83;Queso Untable 190g;Alimentos;1830;2;3660;Córdoba;5/1/2023;-31.4065;-64.1885
52;2024-05-10;5;Agustina Flores;agustina.flores@mail.com;tarjeta;9;Yerba Mate Suave 1kg;Alimentos;3878;4;15512;Córdoba;5/1/2023;-31.4065;-64.1885
52;2024-05-10;5;Agustina Flores;agustina.flores@mail.com;tarjeta;81;Aceitunas Verdes 200g;Alimentos;2520;5;12600;Córdoba;5/1/2023;-31.4065;-64.1885
52;2024-05-10;5;Agustina Flores;agustina.flores@mail.com;tarjeta;38;Mermelada de Frutilla 400g;Limpieza;1584;3;4752;Córdoba;5/1/2023;-31.4065;-64.1885
53;2024-01-25;56;Bruno Diaz;bruno.diaz@mail.com;tarjeta;28;Papas Fritas Clásicas 100g;Limpieza;936;1;936;Río Cuarto;25/2/2023;-33.1304;-64.3527
54;2024-03-26;1;Mariana Lopez;mariana.lopez@mail.com;tarjeta;65;Cerveza Rubia 1L;Alimentos;2423;1;2423;Villa Carlos Paz;1/1/2023;-31.4183;-64.4901
